#,Type,Object Type,Size class (cm),Number of particles ,State,Observations
513,H,Container lid,0.5 - 1.5,1,Entire,
514,H,Container lid,0.5 - 1.5,1,Entire,
515,H,Container lid,0.5 - 1.5,1,Fragmented,
516,H,Container lid,0.5 - 1.5,2,Fragmented,
517,H,Container lid,0.5 - 1.5,2,Fragmented,
518,H,Container lid,0.5 - 1.5,2,Fragmented,
519,H,Container lid,0.5 - 1.5,5,Fragmented,
520,H,Container lid,0.5 - 1.5,2,Fragmented,
521,H,Container lid,0.5 - 1.5,2,Fragmented,
522,H,Container lid,0.5 - 1.5,4,Fragmented,
523,H,Container lid,0.5 - 1.5,1,Fragmented,
524,H,Container lid,0.5 - 1.5,3,Fragmented,
525,H,Container lid,0.5 - 1.5,1,Fragmented,
526,H,Container lid,0.5 - 1.5,2,Fragmented,
527,H,Container lid,0.5 - 1.5,1,Fragmented,
528,H,Container lid,0.5 - 1.5,1,Fragmented,
529,H,Container lid,0.5 - 1.5,2,Fragmented,
530,H,Container lid,0.5 - 1.5,2,Fragmented,
531,H,Container lid,0.5 - 1.5,1,Fragmented,
532,H,Container lid,0.5 - 1.5,1,Fragmented,
533,H,Container lid,0.5 - 1.5,3,Fragmented,
534,H,Container lid,0.5 - 1.5,2,Fragmented,
535,H,Cup,10 - 50,1,Fragmented,Measuring cup
536,H,Cup,10 - 50,1,Fragmented,
537,H,Cup,5 - 10,1,Fragmented,
538,H,Cup,5 - 10,2,Fragmented,
539,H,Cup,5 - 10,1,Fragmented,
540,H,Cutting board,10 - 50,1,Entire,Cutting board
541,H,Doorstopper,5 - 10,1,Fragmented,
542,H,DVD box,10 - 50,1,Fragmented,
543,H,DVD Box,10 - 50,1,Fragmented,
544,H,DVD box,10 - 50,1,Fragmented,CD box
545,H,DVD box,10 - 50,1,Fragmented,
546,H,DVD box,10 - 50,1,Fragmented,
547,H,DVD box,10 - 50,1,Fragmented,
548,H,Edge protector,1.5 - 5,1,Entire,
549,H,Edge protector,1.5 - 5,1,Fragmented,
550,H,Edge protector,1.5 - 5,1,Fragmented,
551,H,Egg box,10 - 50,1,Fragmented,
552,H,Egg box,10 - 50,1,Fragmented,
553,H,Egg box,10 - 50,1,Fragmented,
554,H,Egg box,10 - 50,1,Fragmented,
555,H,Egg box,5 - 10,1,Fragmented,
556,H,Fake grass,10 - 50,1,Fragmented,
557,H,Fake grass,1.5 - 5,1,Fragmented,
558,H,Fake grass,1.5 - 5,1,Fragmented,
559,H,Fake grass,1.5 - 5,1,Fragmented,
560,H,Fake plant,5 - 10,1,Fragmented,
561,H,Film fragment,> 50,1,Fragmented,
562,H,Film fragment,> 50,1,Fragmented,
563,H,Film fragment,> 50,1,Fragmented,
564,H,Film fragment,> 50,1,Fragmented,
565,H,Film fragment,> 50,1,Entire,
566,H,Film fragment,> 50,1,Fragmented,
567,H,Film fragment,> 50,1,Fragmented,
568,H,Film fragment,> 50,1,Fragmented,
569,H,Film fragment,> 50,1,Fragmented,
570,H,Film fragment,> 50,1,Fragmented,
571,H,Film fragment,10 - 50,1,Fragmented,
572,H,Film fragment,10 - 50,1,Fragmented,
573,H,Film fragment,10 - 50,1,Fragmented,
574,H,Film fragment,10 - 50,1,Fragmented,
575,H,Film fragment,10 - 50,1,Fragmented,
576,H,Film fragment,10 - 50,2,Fragmented,
577,H,Film fragment,10 - 50,1,Fragmented,
578,H,Film fragment,10 - 50,1,Fragmented,
579,H,Film fragment,10 - 50,1,Fragmented,
580,H,Film fragment,10 - 50,1,Fragmented,
581,H,Film fragment,10 - 50,1,Fragmented,
582,H,Film fragment,10 - 50,1,Fragmented,
583,H,Film fragment,10 - 50,1,Fragmented,
584,H,Film fragment,10 - 50,1,Fragmented,
585,H,Film fragment,10 - 50,2,Fragmented,
586,H,Film fragment,10 - 50,1,Fragmented,
587,H,Film fragment,5 - 10,1,Fragmented,
588,H,Film fragment,5 - 10,1,Fragmented,
589,H,Film fragment,5 - 10,1,Fragmented,
590,H,Film fragment,5 - 10,2,Fragmented,
591,H,Film fragment,5 - 10,1,Fragmented,
592,H,Film fragment,5 - 10,1,Fragmented,
593,H,Film fragment,5 - 10,1,Fragmented,
594,H,Film fragment,1.5 - 5,2,Fragmented,
595,H,Film fragment,1.5 - 5,1,Fragmented,
596,H,Film fragment,1.5 - 5,1,Fragmented,
597,H,Film fragment,1.5 - 5,1,Fragmented,
598,H,Film fragment,1.5 - 5,1,Fragmented,
599,H,Film fragment,1.5 - 5,2,Fragmented,
600,H,Film fragment,1.5 - 5,1,Fragmented,
601,H,Film fragment,1.5 - 5,1,Fragmented,
602,H,Film fragment,1.5 - 5,1,Fragmented,
603,H,Film fragment,1.5 - 5,3,Fragmented,
604,H,Film fragment,1.5 - 5,4,Fragmented,
605,H,Film fragment,1.5 - 5,2,Fragmented,
606,H,Film fragment,0.5 - 1.5,1,Fragmented,
607,H,Film fragment,0.5 - 1.5,1,Fragmented,
608,H,Film fragment,0.5 - 1.5,1,Fragmented,
609,H,Film fragment,0.5 - 1.5,3,Fragmented,
610,H,Film fragment,0.5 - 1.5,3,Fragmented,
611,H,Film fragment,0.5 - 1.5,4,Fragmented,
612,H,Film fragment,0.5 - 1.5,3,Fragmented,
613,H,Film fragment,0.5 - 1.5,1,Fragmented,
614,H,Film fragment,0.5 - 1.5,4,Fragmented,
615,H,Film fragment,0.5 - 1.5,1,Fragmented,
616,H,Film fragment,0.5 - 1.5,1,Fragmented,
617,H,Film fragment,0.5 - 1.5,1,Fragmented,
618,H,Film fragment,0.5 - 1.5,6,Fragmented,
619,H,Film fragment,0.5 - 1.5,4,Fragmented,
620,H,Film fragment,0.5 - 1.5,4,Fragmented,
621,H,Film fragment,0.5 - 1.5,4,Fragmented,
622,H,Film fragment,0.5 - 1.5,4,Fragmented,
623,H,Film fragment,0.5 - 1.5,3,Fragmented,
624,H,Film fragment,0.5 - 1.5,2,Fragmented,
625,H,Film fragment,0.5 - 1.5,1,Fragmented,
626,H,Film fragment,0.5 - 1.5,3,Fragmented,
627,H,Film fragment,0.5 - 1.5,1,Fragmented,
628,H,Film fragment,0.5 - 1.5,2,Fragmented,
629,H,Film fragment,0.5 - 1.5,1,Fragmented,
630,H,Film fragment,0.5 - 1.5,2,Fragmented,
631,H,Film fragment,0.5 - 1.5,1,Fragmented,
632,H,Film fragment,0.5 - 1.5,1,Fragmented,
633,H,Film fragment,0.5 - 1.5,10,Fragmented,
634,H,Film fragment,0.5 - 1.5,10,Fragmented,
635,H,Film fragment,0.5 - 1.5,5,Fragmented,
636,H,Film fragment,0.5 - 1.5,4,Fragmented,
637,H,Film fragment,0.15 - 0.5,20,Fragmented,
638,H,Film fragment,0.15 - 0.5,6,Fragmented,
639,H,Film fragment,0.15 - 0.5,6,Fragmented,
640,H,Film fragment,0.15 - 0.5,11,Fragmented,
641,H,Film fragment,0.15 - 0.5,6,Fragmented,
642,H,Film fragment,0.15 - 0.5,8,Fragmented,
643,H,Film fragment,0.15 - 0.5,15,Fragmented,
644,H,Film fragment,0.15 - 0.5,16,Fragmented,
645,H,Film fragment,0.15 - 0.5,3,Fragmented,
646,H,Film fragment,0.15 - 0.5,9,Fragmented,
647,H,Film fragment,0.15 - 0.5,9,Fragmented,
648,H,Film fragment,0.15 - 0.5,7,Fragmented,
649,H,Film fragment,0.15 - 0.5,8,Fragmented,
650,H,Film fragment,0.15 - 0.5,2,Fragmented,
651,H,Film fragment,0.15 - 0.5,10,Fragmented,
652,H,Film fragment,0.15 - 0.5,9,Fragmented,
653,H,Film fragment,0.15 - 0.5,20,Fragmented,
654,H,Film fragment,0.15 - 0.5,11,Fragmented,
655,H,Film fragment,0.15 - 0.5,6,Fragmented,
656,H,Film fragment,0.15 - 0.5,2,Fragmented,
657,H,Film fragment,0.15 - 0.5,5,Fragmented,
658,H,Film fragment,0.15 - 0.5,1,Fragmented,
659,H,Film fragment,0.15 - 0.5,5,Fragmented,
660,H,Film fragment,0.15 - 0.5,1,Fragmented,
661,H,Film fragment,0.15 - 0.5,4,Fragmented,
662,H,Film fragment,0.15 - 0.5,15,Fragmented,
663,H,Film fragment,0.15 - 0.5,5,Fragmented,
664,H,Film fragment,0.15 - 0.5,21,Fragmented,
665,H,Film fragment,0.15 - 0.5,27,Fragmented,
666,H,Film fragment,0.15 - 0.5,20,Fragmented,
667,H,Film fragment,0.15 - 0.5,4,Fragmented,
668,H,Film fragment,0.15 - 0.5,9,Fragmented,
669,H,Film fragment,0.15 - 0.5,7,Fragmented,
670,H,Film fragment,0.15 - 0.5,2,Fragmented,
671,H,Film fragment,0.15 - 0.5,9,Fragmented,
672,H,Film fragment,0.15 - 0.5,10,Fragmented,
673,H,Film fragment,0.15 - 0.5,3,Fragmented,
674,H,Film fragment,0.15 - 0.5,1,Fragmented,
675,H,Film fragment,0.15 - 0.5,5,Fragmented,
676,H,Film fragment,0.15 - 0.5,20,Fragmented,
677,H,Film fragment,0.15 - 0.5,1,Fragmented,
678,H,Film fragment,0.15 - 0.5,2,Fragmented,
679,H,Film fragment,0.15 - 0.5,1,Fragmented,
680,H,Film fragment,0.15 - 0.5,10,Fragmented,
681,H,Film fragment,0.15 - 0.5,13,Fragmented,
682,H,Film fragment,0.15 - 0.5,3,Fragmented,
683,H,Film fragment,0.15 - 0.5,5,Fragmented,
684,H,Film fragment,0.15 - 0.5,3,Fragmented,
685,H,Film fragment,0.15 - 0.5,4,Fragmented,
686,H,Film fragment,0.15 - 0.5,5,Fragmented,
687,H,Film fragment,0.15 - 0.5,57,Fragmented,
688,H,Film fragment,0.15 - 0.5,55,Fragmented,
689,H,Film fragment,0.15 - 0.5,6,Fragmented,
690,H,Film fragment,0.15 - 0.5,5,Fragmented,
691,H,Film fragment,0.15 - 0.5,5,Fragmented,
692,H,Film fragment,0.15 - 0.5,9,Fragmented,
693,H,Filter,5 - 10,1,Entire,strainer
694,H,Filter,5 - 10,1,Fragmented,strainer
695,H,Fork,10 - 50,1,Fragmented,
696,H,Funnel,10 - 50,1,Entire,
697,H,Funnel,10 - 50,1,Entire,Coffee support for filter
698,H,Funnel,5 - 10,1,Entire,
699,H,Glue stick,1.5 - 5,1,Fragmented,Glue stick
700,H,Hair clip,5 - 10,1,Fragmented,
701,H,Hair clip,5 - 10,1,Entire,Clip
702,H,Handle,10 - 50,1,Entire,Umbrella handle
703,H,Handle,10 - 50,1,Entire,Umbrella handle
704,H,Handle,10 - 50,2,Entire,
705,H,Handle,10 - 50,1,Entire,Knife handle
706,H,Handle,10 - 50,1,Fragmented,Umbrella handle
707,H,Handle,10 - 50,2,Fragmented,
708,H,Handle,10 - 50,1,Fragmented,
709,H,Handle,10 - 50,1,Fragmented,Bucket handle
710,H,Handle,10 - 50,1,Fragmented,
711,H,Handle,10 - 50,1,Fragmented,
712,H,Handle,10 - 50,1,Fragmented,Bucket handle
713,H,Handle,5 - 10,1,Fragmented,
714,H,Handle (razor blade),0.5 - 1.5,1,Fragmented,
715,H,Hard plastic fragment,> 50,1,Fragmented,
716,H,Hard plastic fragment,> 50,1,Fragmented,
717,H,Hard plastic fragment,> 50,1,Fragmented,
718,H,Hard plastic fragment,> 50,1,Fragmented,
719,H,Hard plastic fragment,> 50,1,Fragmented,
720,H,Hard plastic fragment,> 50,2,Fragmented,
721,H,Hard plastic fragment,> 50,1,Fragmented,
722,H,Hard plastic fragment,> 50,1,Fragmented,
723,H,Hard plastic fragment,> 50,2,Fragmented,
724,H,Hard plastic fragment,> 50,2,Fragmented,
725,H,Hard plastic fragment,> 50,1,Fragmented,
726,H,Hard plastic fragment,> 50,1,Fragmented,
727,H,Hard plastic fragment,> 50,2,Fragmented,
728,H,Hard plastic fragment,> 50,1,Fragmented,
729,H,Hard plastic fragment,> 50,1,Fragmented,
730,H,Hard plastic fragment,> 50,2,Fragmented,
731,H,Hard plastic fragment,> 50,1,Fragmented,Sheet
732,H,Hard plastic fragment,> 50,1,Fragmented,
733,H,Hard plastic fragment,> 50,1,Fragmented,
734,H,Hard plastic fragment,> 50,1,Fragmented,
735,H,Hard plastic fragment,> 50,1,Entire,Rectangle
736,H,Hard plastic fragment,> 50,1,Fragmented,
737,H,Hard plastic fragment,> 50,1,Fragmented,
738,H,Hard plastic fragment,> 50,2,Fragmented,
739,H,Hard plastic fragment,> 50,1,Fragmented,
740,H,Hard plastic fragment,> 50,1,Fragmented,
741,H,Hard plastic fragment,> 50,1,Fragmented,
742,H,Hard plastic fragment,> 50,1,Fragmented,tiara?
743,H,Hard plastic fragment,> 50,1,Fragmented,
744,H,Hard plastic fragment,> 50,1,Fragmented,
745,H,Hard plastic fragment,10 - 50,1,Fragmented,
746,H,Hard plastic fragment,10 - 50,8,Fragmented,
747,H,Hard plastic fragment,10 - 50,4,Fragmented,
748,H,Hard plastic fragment,10 - 50,4,Fragmented,
749,H,Hard plastic fragment,10 - 50,9,Fragmented,
750,H,Hard plastic fragment,10 - 50,20,Fragmented,
751,H,Hard plastic fragment,10 - 50,19,Fragmented,
752,H,Hard plastic fragment,10 - 50,7,Fragmented,
753,H,Hard plastic fragment,10 - 50,21,Fragmented,
754,H,Hard plastic fragment,10 - 50,10,Fragmented,
755,H,Hard plastic fragment,10 - 50,26,Fragmented,
756,H,Hard plastic fragment,10 - 50,3,Fragmented,
757,H,Hard plastic fragment,10 - 50,5,Fragmented,
758,H,Hard plastic fragment,10 - 50,13,Fragmented,
759,H,Hard plastic fragment,10 - 50,3,Fragmented,
760,H,Hard plastic fragment,10 - 50,21,Fragmented,
761,H,Hard plastic fragment,10 - 50,11,Fragmented,
762,H,Hard plastic fragment,10 - 50,11,Fragmented,
763,H,Hard plastic fragment,10 - 50,8,Fragmented,
764,H,Hard plastic fragment,10 - 50,8,Fragmented,
765,H,Hard plastic fragment,10 - 50,5,Fragmented,
766,H,Hard plastic fragment,10 - 50,20,Fragmented,
767,H,Hard plastic fragment,10 - 50,15,Fragmented,
768,H,Hard plastic fragment,10 - 50,16,Fragmented,
769,H,Hard plastic fragment,10 - 50,13,Fragmented,
770,H,Hard plastic fragment,10 - 50,21,Fragmented,
771,H,Hard plastic fragment,10 - 50,27,Fragmented,
772,H,Hard plastic fragment,10 - 50,9,Fragmented,
773,H,Hard plastic fragment,10 - 50,5,Fragmented,
774,H,Hard plastic fragment,10 - 50,12,Fragmented,
775,H,Hard plastic fragment,10 - 50,9,Fragmented,
776,H,Hard plastic fragment,10 - 50,5,Fragmented,
777,H,Hard plastic fragment,10 - 50,1,Fragmented,
778,H,Hard plastic fragment,10 - 50,14,Fragmented,
779,H,Hard plastic fragment,10 - 50,5,Fragmented,
780,H,Hard plastic fragment,10 - 50,42,Fragmented,
781,H,Hard plastic fragment,10 - 50,28,Fragmented,
782,H,Hard plastic fragment,10 - 50,24,Fragmented,
783,H,Hard plastic fragment,10 - 50,25,Fragmented,
784,H,Hard plastic fragment,10 - 50,9,Fragmented,
785,H,Hard plastic fragment,10 - 50,25,Fragmented,
786,H,Hard plastic fragment,10 - 50,7,Fragmented,
787,H,Hard plastic fragment,10 - 50,16,Fragmented,
788,H,Hard plastic fragment,10 - 50,27,Fragmented,
789,H,Hard plastic fragment,10 - 50,30,Fragmented,
790,H,Hard plastic fragment,10 - 50,10,Fragmented,
791,H,Hard plastic fragment,10 - 50,9,Fragmented,
792,H,Hard plastic fragment,10 - 50,4,Fragmented,
793,H,Hard plastic fragment,10 - 50,7,Fragmented,
794,H,Hard plastic fragment,10 - 50,2,Fragmented,
795,H,Hard plastic fragment,10 - 50,5,Fragmented,
796,H,Hard plastic fragment,10 - 50,17,Fragmented,
797,H,Hard plastic fragment,10 - 50,10,Fragmented,
798,H,Hard plastic fragment,10 - 50,2,Fragmented,
799,H,Hard plastic fragment,10 - 50,5,Fragmented,
800,H,Hard plastic fragment,10 - 50,11,Fragmented,
801,H,Hard plastic fragment,10 - 50,8,Fragmented,
802,H,Hard plastic fragment,10 - 50,3,Fragmented,
803,H,Hard plastic fragment,10 - 50,6,Fragmented,
804,H,Hard plastic fragment,5 - 10,5,Fragmented,
805,H,Hard plastic fragment,5 - 10,6,Fragmented,
806,H,Hard plastic fragment,5 - 10,1,Fragmented,
807,H,Hard plastic fragment,5 - 10,14,Fragmented,
808,H,Hard plastic fragment,5 - 10,9,Fragmented,
809,H,Hard plastic fragment,5 - 10,2,Fragmented,
810,H,Hard plastic fragment,5 - 10,6,Fragmented,
811,H,Hard plastic fragment,5 - 10,21,Fragmented,
812,H,Hard plastic fragment,5 - 10,18,Fragmented,
813,H,Hard plastic fragment,5 - 10,1,Fragmented,
814,H,Hard plastic fragment,5 - 10,1,Fragmented,
815,H,Hard plastic fragment,5 - 10,14,Fragmented,
816,H,Hard plastic fragment,5 - 10,5,Fragmented,
817,H,Hard plastic fragment,5 - 10,30,Fragmented,
818,H,Hard plastic fragment,5 - 10,19,Fragmented,
819,H,Hard plastic fragment,5 - 10,3,Fragmented,
820,H,Hard plastic fragment,5 - 10,1,Fragmented,
821,H,Hard plastic fragment,5 - 10,10,Fragmented,
822,H,Hard plastic fragment,5 - 10,4,Fragmented,
823,H,Hard plastic fragment,5 - 10,12,Fragmented,
824,H,Hard plastic fragment,5 - 10,15,Fragmented,
825,H,Hard plastic fragment,5 - 10,19,Fragmented,
826,H,Hard plastic fragment,5 - 10,9,Fragmented,
827,H,Hard plastic fragment,5 - 10,26,Fragmented,
828,H,Hard plastic fragment,5 - 10,16,Fragmented,
829,H,Hard plastic fragment,5 - 10,5,Fragmented,
830,H,Hard plastic fragment,5 - 10,1,Fragmented,
831,H,Hard plastic fragment,5 - 10,7,Fragmented,
832,H,Hard plastic fragment,5 - 10,3,Fragmented,
833,H,Hard plastic fragment,5 - 10,11,Fragmented,
834,H,Hard plastic fragment,5 - 10,4,Fragmented,
835,H,Hard plastic fragment,5 - 10,5,Fragmented,
836,H,Hard plastic fragment,5 - 10,5,Fragmented,
837,H,Hard plastic fragment,5 - 10,31,Fragmented,
838,H,Hard plastic fragment,5 - 10,35,Fragmented,
839,H,Hard plastic fragment,5 - 10,10,Fragmented,
840,H,Hard plastic fragment,5 - 10,16,Fragmented,
841,H,Hard plastic fragment,5 - 10,8,Fragmented,
842,H,Hard plastic fragment,5 - 10,25,Fragmented,
843,H,Hard plastic fragment,5 - 10,5,Fragmented,
844,H,Hard plastic fragment,5 - 10,7,Fragmented,
845,H,Hard plastic fragment,5 - 10,14,Fragmented,
846,H,Hard plastic fragment,5 - 10,23,Fragmented,
847,H,Hard plastic fragment,5 - 10,4,Fragmented,
848,H,Hard plastic fragment,5 - 10,5,Fragmented,
849,H,Hard plastic fragment,5 - 10,13,Fragmented,
850,H,Hard plastic fragment,5 - 10,3,Fragmented,
851,H,Hard plastic fragment,5 - 10,3,Fragmented,
852,H,Hard plastic fragment,5 - 10,1,Fragmented,
853,H,Hard plastic fragment,5 - 10,6,Fragmented,
854,H,Hard plastic fragment,5 - 10,4,Fragmented,
855,H,Hard plastic fragment,5 - 10,10,Fragmented,
856,H,Hard plastic fragment,5 - 10,5,Fragmented,
857,H,Hard plastic fragment,5 - 10,3,Fragmented,
858,H,Hard plastic fragment,5 - 10,7,Fragmented,
859,H,Hard plastic fragment,5 - 10,13,Fragmented,
860,H,Hard plastic fragment,5 - 10,10,Fragmented,
861,H,Hard plastic fragment,5 - 10,9,Fragmented,
862,H,Hard plastic fragment,5 - 10,11,Fragmented,
863,H,Hard plastic fragment,1.5 - 5,4,Fragmented,
864,H,Hard plastic fragment,1.5 - 5,6,Fragmented,
865,H,Hard plastic fragment,1.5 - 5,3,Fragmented,
866,H,Hard plastic fragment,1.5 - 5,19,Fragmented,
867,H,Hard plastic fragment,1.5 - 5,49,Fragmented,
868,H,Hard plastic fragment,1.5 - 5,3,Fragmented,
869,H,Hard plastic fragment,1.5 - 5,7,Fragmented,
870,H,Hard plastic fragment,1.5 - 5,8,Fragmented,
871,H,Hard plastic fragment,1.5 - 5,12,Fragmented,
872,H,Hard plastic fragment,1.5 - 5,3,Fragmented,
873,H,Hard plastic fragment,1.5 - 5,9,Fragmented,
874,H,Hard plastic fragment,1.5 - 5,21,Fragmented,
875,H,Hard plastic fragment,1.5 - 5,2,Fragmented,
876,H,Hard plastic fragment,1.5 - 5,56,Fragmented,
877,H,Hard plastic fragment,1.5 - 5,4,Fragmented,
878,H,Hard plastic fragment,1.5 - 5,19,Fragmented,
879,H,Hard plastic fragment,1.5 - 5,3,Fragmented,
880,H,Hard plastic fragment,1.5 - 5,36,Fragmented,
881,H,Hard plastic fragment,1.5 - 5,2,Fragmented,
882,H,Hard plastic fragment,1.5 - 5,42,Fragmented,
883,H,Hard plastic fragment,1.5 - 5,19,Fragmented,
884,H,Hard plastic fragment,1.5 - 5,17,Fragmented,
885,H,Hard plastic fragment,1.5 - 5,13,Fragmented,
886,H,Hard plastic fragment,1.5 - 5,20,Fragmented,
887,H,Hard plastic fragment,1.5 - 5,15,Fragmented,
888,H,Hard plastic fragment,1.5 - 5,3,Fragmented,
889,H,Hard plastic fragment,1.5 - 5,10,Fragmented,
890,H,Hard plastic fragment,1.5 - 5,8,Fragmented,
891,H,Hard plastic fragment,1.5 - 5,12,Fragmented,
892,H,Hard plastic fragment,1.5 - 5,30,Fragmented,
893,H,Hard plastic fragment,1.5 - 5,13,Fragmented,
894,H,Hard plastic fragment,1.5 - 5,10,Fragmented,
895,H,Hard plastic fragment,1.5 - 5,8,Fragmented,
896,H,Hard plastic fragment,1.5 - 5,27,Fragmented,
897,H,Hard plastic fragment,1.5 - 5,33,Fragmented,
898,H,Hard plastic fragment,1.5 - 5,12,Fragmented,
899,H,Hard plastic fragment,1.5 - 5,9,Fragmented,
900,H,Hard plastic fragment,1.5 - 5,18,Fragmented,
901,H,Hard plastic fragment,1.5 - 5,16,Fragmented,
902,H,Hard plastic fragment,1.5 - 5,16,Fragmented,
903,H,Hard plastic fragment,1.5 - 5,22,Fragmented,
904,H,Hard plastic fragment,1.5 - 5,20,Fragmented,
905,H,Hard plastic fragment,1.5 - 5,25,Fragmented,
906,H,Hard plastic fragment,1.5 - 5,4,Fragmented,
907,H,Hard plastic fragment,1.5 - 5,9,Fragmented,
908,H,Hard plastic fragment,1.5 - 5,2,Fragmented,
909,H,Hard plastic fragment,1.5 - 5,6,Fragmented,
910,H,Hard plastic fragment,1.5 - 5,5,Fragmented,
911,H,Hard plastic fragment,1.5 - 5,19,Fragmented,
912,H,Hard plastic fragment,1.5 - 5,7,Fragmented,
913,H,Hard plastic fragment,1.5 - 5,3,Fragmented,
914,H,Hard plastic fragment,1.5 - 5,20,Fragmented,
915,H,Hard plastic fragment,1.5 - 5,12,Fragmented,
916,H,Hard plastic fragment,1.5 - 5,11,Fragmented,
917,H,Hard plastic fragment,1.5 - 5,16,Fragmented,
918,H,Hard plastic fragment,1.5 - 5,13,Fragmented,
919,H,Hard plastic fragment,1.5 - 5,5,Fragmented,
920,H,Hard plastic fragment,1.5 - 5,15,Fragmented,
921,H,Hard plastic fragment,1.5 - 5,16,Fragmented,
922,H,Hard plastic fragment,0.5 - 1.5,75,Fragmented,
923,H,Hard plastic fragment,0.5 - 1.5,89,Fragmented,
924,H,Hard plastic fragment,0.5 - 1.5,34,Fragmented,
925,H,Hard plastic fragment,0.5 - 1.5,47,Fragmented,
926,H,Hard plastic fragment,0.5 - 1.5,165,Fragmented,
