#,Type,Object Type,Size class (cm),Number of particles ,State,Observations
927,H,Hard plastic fragment,0.5 - 1.5,314,Fragmented,
928,H,Hard plastic fragment,0.5 - 1.5,71,Fragmented,
929,H,Hard plastic fragment,0.5 - 1.5,135,Fragmented,
930,H,Hard plastic fragment,0.5 - 1.5,83,Fragmented,
931,H,Hard plastic fragment,0.5 - 1.5,162,Fragmented,
932,H,Hard plastic fragment,0.5 - 1.5,39,Fragmented,
933,H,Hard plastic fragment,0.5 - 1.5,102,Fragmented,
934,H,Hard plastic fragment,0.5 - 1.5,472,Fragmented,
935,H,Hard plastic fragment,0.5 - 1.5,149,Fragmented,
936,H,Hard plastic fragment,0.5 - 1.5,684,Fragmented,
937,H,Hard plastic fragment,0.5 - 1.5,213,Fragmented,
938,H,Hard plastic fragment,0.5 - 1.5,161,Fragmented,
939,H,Hard plastic fragment,0.5 - 1.5,42,Fragmented,
940,H,Hard plastic fragment,0.5 - 1.5,335,Fragmented,
941,H,Hard plastic fragment,0.5 - 1.5,105,Fragmented,
942,H,Hard plastic fragment,0.5 - 1.5,448,Fragmented,
943,H,Hard plastic fragment,0.5 - 1.5,146,Fragmented,
944,H,Hard plastic fragment,0.5 - 1.5,178,Fragmented,
945,H,Hard plastic fragment,0.5 - 1.5,117,Fragmented,
946,H,Hard plastic fragment,0.5 - 1.5,552,Fragmented,
947,H,Hard plastic fragment,0.5 - 1.5,207,Fragmented,
948,H,Hard plastic fragment,0.5 - 1.5,230,Fragmented,
949,H,Hard plastic fragment,0.5 - 1.5,150,Fragmented,
950,H,Hard plastic fragment,0.5 - 1.5,244,Fragmented,
951,H,Hard plastic fragment,0.5 - 1.5,287,Fragmented,
952,H,Hard plastic fragment,0.5 - 1.5,230,Fragmented,
953,H,Hard plastic fragment,0.5 - 1.5,194,Fragmented,
954,H,Hard plastic fragment,0.5 - 1.5,209,Fragmented,
955,H,Hard plastic fragment,0.5 - 1.5,240,Fragmented,
956,H,Hard plastic fragment,0.5 - 1.5,329,Fragmented,
957,H,Hard plastic fragment,0.5 - 1.5,259,Fragmented,
958,H,Hard plastic fragment,0.5 - 1.5,313,Fragmented,
959,H,Hard plastic fragment,0.5 - 1.5,192,Fragmented,
960,H,Hard plastic fragment,0.5 - 1.5,180,Fragmented,
961,H,Hard plastic fragment,0.5 - 1.5,164,Fragmented,
962,H,Hard plastic fragment,0.5 - 1.5,185,Fragmented,
963,H,Hard plastic fragment,0.5 - 1.5,176,Fragmented,
964,H,Hard plastic fragment,0.5 - 1.5,217,Fragmented,
965,H,Hard plastic fragment,0.5 - 1.5,305,Fragmented,
966,H,Hard plastic fragment,0.5 - 1.5,66,Fragmented,
967,H,Hard plastic fragment,0.5 - 1.5,182,Fragmented,
968,H,Hard plastic fragment,0.5 - 1.5,67,Fragmented,
969,H,Hard plastic fragment,0.5 - 1.5,72,Fragmented,
970,H,Hard plastic fragment,0.5 - 1.5,203,Fragmented,
971,H,Hard plastic fragment,0.5 - 1.5,214,Fragmented,
972,H,Hard plastic fragment,0.5 - 1.5,104,Fragmented,
973,H,Hard plastic fragment,0.5 - 1.5,54,Fragmented,
974,H,Hard plastic fragment,0.5 - 1.5,258,Fragmented,
975,H,Hard plastic fragment,0.5 - 1.5,197,Fragmented,
976,H,Hard plastic fragment,0.5 - 1.5,201,Fragmented,
977,H,Hard plastic fragment,0.5 - 1.5,233,Fragmented,
978,H,Hard plastic fragment,0.5 - 1.5,375,Fragmented,
979,H,Hard plastic fragment,0.5 - 1.5,244,Fragmented,
980,H,Hard plastic fragment,0.5 - 1.5,485,Fragmented,
981,H,Hard plastic fragment,0.5 - 1.5,1349,Fragmented,
982,H,Hard plastic fragment,0.15 - 0.5,1245,Fragmented,
983,H,Hard plastic fragment,0.15 - 0.5,1114,Fragmented,
984,H,Hard plastic fragment,0.15 - 0.5,375,Fragmented,
985,H,Hard plastic fragment,0.15 - 0.5,622,Fragmented,
986,H,Hard plastic fragment,0.15 - 0.5,1365,Fragmented,
987,H,Hard plastic fragment,0.15 - 0.5,2920,Fragmented,
988,H,Hard plastic fragment,0.15 - 0.5,946,Fragmented,
989,H,Hard plastic fragment,0.15 - 0.5,1476,Fragmented,
990,H,Hard plastic fragment,0.15 - 0.5,1299,Fragmented,
991,H,Hard plastic fragment,0.15 - 0.5,1896,Fragmented,
992,H,Hard plastic fragment,0.15 - 0.5,855,Fragmented,
993,H,Hard plastic fragment,0.15 - 0.5,2012,Fragmented,
994,H,Hard plastic fragment,0.15 - 0.5,4434,Fragmented,
995,H,Hard plastic fragment,0.15 - 0.5,1901,Fragmented,
996,H,Hard plastic fragment,0.15 - 0.5,5385,Fragmented,
997,H,Hard plastic fragment,0.15 - 0.5,2474,Fragmented,
998,H,Hard plastic fragment,0.15 - 0.5,2582,Fragmented,
999,H,Hard plastic fragment,0.15 - 0.5,1568,Fragmented,
1000,H,Hard plastic fragment,0.15 - 0.5,3568,Fragmented,
1001,H,Hard plastic fragment,0.15 - 0.5,1853,Fragmented,
1002,H,Hard plastic fragment,0.15 - 0.5,4084,Fragmented,
1003,H,Hard plastic fragment,0.15 - 0.5,1987,Fragmented,
1004,H,Hard plastic fragment,0.15 - 0.5,5904,Fragmented,
1005,H,Hard plastic fragment,0.15 - 0.5,2347,Fragmented,
1006,H,Hard plastic fragment,0.15 - 0.5,5034,Fragmented,
1007,H,Hard plastic fragment,0.15 - 0.5,2552,Fragmented,
1008,H,Hard plastic fragment,0.15 - 0.5,1806,Fragmented,
1009,H,Hard plastic fragment,0.15 - 0.5,1265,Fragmented,
1010,H,Hard plastic fragment,0.15 - 0.5,1809,Fragmented,
1011,H,Hard plastic fragment,0.15 - 0.5,2145,Fragmented,
1012,H,Hard plastic fragment,0.15 - 0.5,876,Fragmented,
1013,H,Hard plastic fragment,0.15 - 0.5,1923,Fragmented,
1014,H,Hard plastic fragment,0.15 - 0.5,1525,Fragmented,
1015,H,Hard plastic fragment,0.15 - 0.5,2148,Fragmented,
1016,H,Hard plastic fragment,0.15 - 0.5,4277,Fragmented,
1017,H,Hard plastic fragment,0.15 - 0.5,3490,Fragmented,
1018,H,Hard plastic fragment,0.15 - 0.5,2802,Fragmented,
1019,H,Hard plastic fragment,0.15 - 0.5,2341,Fragmented,
1020,H,Hard plastic fragment,0.15 - 0.5,2016,Fragmented,
1021,H,Hard plastic fragment,0.15 - 0.5,2238,Fragmented,
1022,H,Hard plastic fragment,0.15 - 0.5,1101,Fragmented,
1023,H,Hard plastic fragment,0.15 - 0.5,1400,Fragmented,
1024,H,Hard plastic fragment,0.15 - 0.5,2055,Fragmented,
1025,H,Hard plastic fragment,0.15 - 0.5,2681,Fragmented,
1026,H,Hard plastic fragment,0.15 - 0.5,696,Fragmented,
1027,H,Hard plastic fragment,0.15 - 0.5,1287,Fragmented,
1028,H,Hard plastic fragment,0.15 - 0.5,543,Fragmented,
1029,H,Hard plastic fragment,0.15 - 0.5,1066,Fragmented,
1030,H,Hard plastic fragment,0.15 - 0.5,2018,Fragmented,
1031,H,Hard plastic fragment,0.15 - 0.5,1969,Fragmented,
1032,H,Hard plastic fragment,0.15 - 0.5,813,Fragmented,
1033,H,Hard plastic fragment,0.15 - 0.5,694,Fragmented,
1034,H,Hard plastic fragment,0.15 - 0.5,4558,Fragmented,
1035,H,Hard plastic fragment,0.15 - 0.5,3628,Fragmented,
1036,H,Hard plastic fragment,0.15 - 0.5,3587,Fragmented,
1037,H,Hard plastic fragment,0.15 - 0.5,3139,Fragmented,
1038,H,Hard plastic fragment,0.15 - 0.5,2345,Fragmented,
1039,H,Hard plastic fragment,0.15 - 0.5,2800,Fragmented,
1040,H,Hard plastic fragment,0.15 - 0.5,3067,Fragmented,
1041,H,Hard plastic fragment,0.15 - 0.5,2386,Fragmented,
1042,H,Hard plastic mesh,> 50,1,Fragmented,
1043,H,Hard plastic mesh,10 - 50,1,Fragmented,
1044,H,Hard plastic mesh,10 - 50,2,Fragmented,
1045,H,Hard plastic mesh,10 - 50,1,Fragmented,
1046,H,Hard plastic mesh,10 - 50,1,Fragmented,
1047,H,Hard plastic mesh,10 - 50,1,Fragmented,
1048,H,Hard plastic mesh,10 - 50,1,Fragmented,
1049,H,Hard plastic mesh,10 - 50,1,Fragmented,
1050,H,Hard plastic mesh,10 - 50,1,Fragmented,
1051,H,Hard plastic mesh,10 - 50,1,Fragmented,
1052,H,Hard plastic mesh,10 - 50,2,Fragmented,
1053,H,Hard plastic mesh,10 - 50,1,Fragmented,
1054,H,Hard plastic mesh,10 - 50,1,Fragmented,
1055,H,Hard plastic mesh,10 - 50,1,Fragmented,
1056,H,Hard plastic mesh,10 - 50,1,Fragmented,
1057,H,Hard plastic mesh,10 - 50,1,Fragmented,
1058,H,Hard plastic mesh,5 - 10,1,Fragmented,
1059,H,Hard plastic mesh,5 - 10,1,Fragmented,
1060,H,Hard plastic mesh,5 - 10,1,Fragmented,
1061,H,Hard plastic mesh,5 - 10,1,Fragmented,
1062,H,Hard plastic mesh,5 - 10,1,Fragmented,
1063,H,Hard plastic mesh,5 - 10,1,Fragmented,
1064,H,Hard plastic mesh,1.5 - 5,1,Fragmented,
1065,H,Hard plastic mesh,1.5 - 5,1,Fragmented,
1066,H,Hard plastic mesh,1.5 - 5,1,Fragmented,
1067,H,Hard plastic mesh,1.5 - 5,1,Fragmented,
1068,H,Hard plastic mesh,0.5 - 1.5,1,Fragmented,
1069,H,Hard plastic mesh,0.5 - 1.5,2,Fragmented,
1070,H,Hard plastic mesh,0.5 - 1.5,2,Fragmented,
1071,H,Hard plastic mesh,0.5 - 1.5,1,Fragmented,
1072,H,Hard plastic mesh,0.5 - 1.5,1,Fragmented,
1073,H,Hard plastic mesh,0.5 - 1.5,3,Fragmented,
1074,H,Hard plastic mesh,0.5 - 1.5,1,Fragmented,
1075,H,Hard plastic mesh,0.5 - 1.5,3,Fragmented,
1076,H,Hard plastic mesh,0.5 - 1.5,1,Fragmented,
1077,H,Hard plastic mesh,0.5 - 1.5,1,Fragmented,
1078,H,Hard plastic mesh,0.5 - 1.5,2,Fragmented,
1079,H,Hard plastic mesh,0.5 - 1.5,2,Fragmented,
1080,H,Hard plastic mesh,0.5 - 1.5,1,Fragmented,
1081,H,Hat,10 - 50,1,Entire,Visor
1082,H,Hat,10 - 50,1,Fragmented,Cap/Hat
1083,H,Ice tray,10 - 50,1,Entire,Ice tray
1084,H,Lighter,10 - 50,7,Fragmented,
1085,H,Lighter,5 - 10,1,Entire,
1086,H,Lighter,5 - 10,1,Fragmented,
1087,H,Lighter,5 - 10,1,Fragmented,
1088,H,Lighter,5 - 10,1,Fragmented,
1089,H,Lighter,5 - 10,1,Fragmented,
1090,H,Lightstick,10 - 50,1,Fragmented,
1091,H,Lightstick,10 - 50,1,Fragmented,
1092,H,Lightstick,10 - 50,1,Fragmented,
1093,H,Lollipop stick,5 - 10,1,Fragmented,
1094,H,Lollipop stick,5 - 10,1,Fragmented,
1095,H,Lollipop stick,0.5 - 1.5,1,Fragmented,
1096,H,Melted plastic,10 - 50,1,Fragmented,
1097,H,Melted plastic,10 - 50,1,Fragmented,
1098,H,Melted plastic,10 - 50,1,Fragmented,
1099,H,Melted plastic,10 - 50,1,Fragmented,
1100,H,Melted plastic,10 - 50,2,Fragmented,
1101,H,Melted plastic,10 - 50,3,Fragmented,
1102,H,Melted plastic,10 - 50,1,Fragmented,
1103,H,Melted plastic,5 - 10,2,Fragmented,
1104,H,Melted plastic,5 - 10,1,Fragmented,
1105,H,Melted plastic,5 - 10,1,Fragmented,
1106,H,Melted plastic,5 - 10,1,Fragmented,
1107,H,Melted plastic,5 - 10,1,Fragmented,
1108,H,Melted plastic,5 - 10,1,Fragmented,
1109,H,Melted plastic,5 - 10,1,Fragmented,
1110,H,Melted plastic,5 - 10,1,Fragmented,
1111,H,Melted plastic,5 - 10,1,Fragmented,
1112,H,Melted plastic,5 - 10,1,Fragmented,
1113,H,Melted plastic,5 - 10,1,Fragmented,
1114,H,Melted plastic,5 - 10,1,Fragmented,
1115,H,Melted plastic,5 - 10,1,Fragmented,
1116,H,Melted plastic,5 - 10,1,Fragmented,
1117,H,Melted plastic,1.5 - 5,1,Fragmented,
1118,H,Melted plastic,1.5 - 5,2,Fragmented,
1119,H,Melted plastic,1.5 - 5,3,Fragmented,
1120,H,Melted plastic,1.5 - 5,1,Fragmented,
1121,H,Melted plastic,1.5 - 5,1,Fragmented,
1122,H,Melted plastic,1.5 - 5,1,Fragmented,
1123,H,Melted plastic,1.5 - 5,2,Fragmented,
1124,H,Melted plastic,1.5 - 5,1,Fragmented,
1125,H,Melted plastic,1.5 - 5,3,Fragmented,
1126,H,Melted plastic,1.5 - 5,1,Fragmented,
1127,H,Melted plastic,1.5 - 5,1,Fragmented,
1128,H,Melted plastic,1.5 - 5,2,Fragmented,
1129,H,Melted plastic,1.5 - 5,1,Fragmented,
1130,H,Melted plastic,1.5 - 5,2,Fragmented,
1131,H,Melted plastic,1.5 - 5,2,Fragmented,
1132,H,Melted plastic,1.5 - 5,1,Fragmented,
1133,H,Melted plastic,1.5 - 5,2,Fragmented,
1134,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1135,H,Melted plastic,0.5 - 1.5,3,Fragmented,
1136,H,Melted plastic,0.5 - 1.5,3,Fragmented,
1137,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1138,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1139,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1140,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1141,H,Melted plastic,0.5 - 1.5,2,Fragmented,
1142,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1143,H,Melted plastic,0.5 - 1.5,4,Fragmented,
1144,H,Melted plastic,0.5 - 1.5,2,Fragmented,
1145,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1146,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1147,H,Melted plastic,0.5 - 1.5,3,Fragmented,
1148,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1149,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1150,H,Melted plastic,0.5 - 1.5,3,Fragmented,
1151,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1152,H,Melted plastic,0.5 - 1.5,2,Fragmented,
1153,H,Melted plastic,0.5 - 1.5,3,Fragmented,
1154,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1155,H,Melted plastic,0.5 - 1.5,4,Fragmented,
1156,H,Melted plastic,0.5 - 1.5,12,Fragmented,
1157,H,Melted plastic,0.5 - 1.5,8,Fragmented,
1158,H,Melted plastic,0.5 - 1.5,2,Fragmented,
1159,H,Melted plastic,0.5 - 1.5,3,Fragmented,
1160,H,Melted plastic,0.5 - 1.5,2,Fragmented,
1161,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1162,H,Melted plastic,0.5 - 1.5,2,Fragmented,
1163,H,Melted plastic,0.5 - 1.5,4,Fragmented,
1164,H,Melted plastic,0.5 - 1.5,6,Fragmented,
1165,H,Melted plastic,0.5 - 1.5,7,Fragmented,
1166,H,Melted plastic,0.5 - 1.5,2,Fragmented,
1167,H,Melted plastic,0.5 - 1.5,3,Fragmented,
1168,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1169,H,Melted plastic,0.5 - 1.5,5,Fragmented,
1170,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1171,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1172,H,Melted plastic,0.5 - 1.5,1,Fragmented,
1173,H,Melted plastic,0.5 - 1.5,7,Fragmented,
1174,H,Motorcycle part,10 - 50,1,Fragmented,motocycle part
1175,H,Oyster spacer,10 - 50,1,Entire,
1176,H,Oyster spacer,10 - 50,1,Entire,
1177,H,Oyster spacer,10 - 50,1,Entire,
1178,H,Oyster spacer,10 - 50,2,Entire,
1179,H,Oyster spacer,10 - 50,14,Entire,
1180,H,Oyster spacer,10 - 50,7,Entire,
1181,H,Oyster spacer,10 - 50,2,Entire,
1182,H,Oyster spacer,10 - 50,1,Entire,
1183,H,Oyster spacer,10 - 50,4,Entire,
1184,H,Oyster spacer,10 - 50,2,Entire,
1185,H,Oyster spacer,10 - 50,2,Entire,
1186,H,Oyster spacer,10 - 50,1,Entire,
1187,H,Oyster spacer,10 - 50,2,Entire,
1188,H,Oyster spacer,10 - 50,2,Entire,
1189,H,Oyster spacer,10 - 50,2,Entire,
1190,H,Oyster spacer,10 - 50,3,Entire,
1191,H,Oyster spacer,10 - 50,3,Entire,
1192,H,Oyster spacer,10 - 50,6,Entire,
1193,H,Oyster spacer,10 - 50,4,Entire,
1194,H,Oyster spacer,10 - 50,6,Entire,
1195,H,Oyster spacer,10 - 50,5,Entire,
1196,H,Oyster spacer,10 - 50,7,Entire,
1197,H,Oyster spacer,10 - 50,1,Entire,
1198,H,Oyster spacer,10 - 50,4,Entire,
1199,H,Oyster spacer,10 - 50,2,Entire,
1200,H,Oyster spacer,10 - 50,1,Entire,
1201,H,Oyster spacer,10 - 50,2,Entire,
1202,H,Oyster spacer,10 - 50,2,Entire,
1203,H,Oyster spacer,10 - 50,2,Entire,
1204,H,Oyster spacer,10 - 50,1,Fragmented,
1205,H,Oyster spacer,10 - 50,1,Fragmented,
1206,H,Oyster spacer,10 - 50,1,Fragmented,
1207,H,Oyster spacer,10 - 50,6,Fragmented,
1208,H,Oyster spacer,10 - 50,3,Fragmented,
1209,H,Oyster spacer,10 - 50,1,Fragmented,
1210,H,Oyster spacer,10 - 50,1,Fragmented,
1211,H,Oyster spacer,10 - 50,1,Fragmented,
1212,H,Oyster spacer,10 - 50,2,Fragmented,
1213,H,Oyster spacer,10 - 50,1,Fragmented,
1214,H,Oyster spacer,10 - 50,1,Fragmented,
1215,H,Oyster spacer,10 - 50,2,Fragmented,
1216,H,Oyster spacer,10 - 50,3,Fragmented,
1217,H,Oyster spacer,10 - 50,3,Fragmented,
1218,H,Oyster spacer,10 - 50,4,Fragmented,
1219,H,Oyster spacer,10 - 50,2,Fragmented,
1220,H,Oyster spacer,10 - 50,3,Fragmented,
1221,H,Oyster spacer,10 - 50,3,Fragmented,
1222,H,Oyster spacer,10 - 50,1,Fragmented,
1223,H,Oyster spacer,10 - 50,1,Fragmented,
1224,H,Oyster spacer,10 - 50,3,Fragmented,
1225,H,Oyster spacer,10 - 50,5,Fragmented,
1226,H,Oyster spacer,10 - 50,2,Fragmented,
1227,H,Oyster spacer,10 - 50,6,Fragmented,
1228,H,Oyster spacer,10 - 50,3,Fragmented,
1229,H,Oyster spacer,10 - 50,2,Fragmented,
1230,H,Oyster spacer,10 - 50,2,Fragmented,
1231,H,Oyster spacer,10 - 50,4,Fragmented,
1232,H,Oyster spacer,10 - 50,4,Fragmented,
1233,H,Oyster spacer,10 - 50,1,Fragmented,
1234,H,Oyster spacer,10 - 50,1,Fragmented,
1235,H,Oyster spacer,10 - 50,1,Fragmented,
1236,H,Oyster spacer,10 - 50,1,Fragmented,
1237,H,Oyster spacer,10 - 50,1,Fragmented,
1238,H,Oyster spacer,10 - 50,2,Fragmented,
1239,H,Oyster spacer,10 - 50,2,Fragmented,
1240,H,Oyster spacer,5 - 10,1,Entire,
1241,H,Oyster spacer,5 - 10,2,Entire,
1242,H,Oyster spacer,5 - 10,3,Entire,
1243,H,Oyster spacer,5 - 10,1,Entire,
1244,H,Oyster spacer,5 - 10,1,Fragmented,
1245,H,Oyster spacer,5 - 10,2,Fragmented,
1246,H,Oyster spacer,5 - 10,1,Fragmented,
1247,H,Oyster spacer,5 - 10,1,Fragmented,
1248,H,Oyster spacer,5 - 10,3,Fragmented,
1249,H,Oyster spacer,5 - 10,1,Fragmented,
1250,H,Oyster spacer,5 - 10,1,Fragmented,
1251,H,Oyster spacer,5 - 10,1,Fragmented,
1252,H,Oyster spacer,5 - 10,1,Fragmented,
1253,H,Oyster spacer,5 - 10,1,Fragmented,
1254,H,Oyster spacer,5 - 10,1,Fragmented,
1255,H,Oyster spacer,5 - 10,1,Fragmented,
1256,H,Oyster spacer,5 - 10,1,Fragmented,
1257,H,Oyster spacer,1.5 - 5,1,Entire,
1258,H,Oyster spacer,1.5 - 5,1,Entire,
1259,H,Oyster spacer,1.5 - 5,2,Entire,
1260,H,Oyster spacer,1.5 - 5,2,Entire,
1261,H,Oyster spacer,1.5 - 5,1,Entire,
1262,H,Oyster spacer,1.5 - 5,3,Entire,
1263,H,Oyster spacer,1.5 - 5,2,Entire,
1264,H,Oyster spacer,1.5 - 5,1,Entire,
1265,H,Oyster spacer,1.5 - 5,4,Entire,
1266,H,Oyster spacer,1.5 - 5,2,Entire,
1267,H,Oyster spacer,1.5 - 5,2,Entire,
1268,H,Oyster spacer,1.5 - 5,3,Entire,
1269,H,Oyster spacer,1.5 - 5,1,Entire,
1270,H,Oyster spacer,1.5 - 5,1,Entire,
1271,H,Oyster spacer,1.5 - 5,2,Entire,
1272,H,Oyster spacer,1.5 - 5,2,Entire,
1273,H,Oyster spacer,1.5 - 5,1,Entire,
1274,H,Oyster spacer,1.5 - 5,1,Entire,
1275,H,Oyster spacer,1.5 - 5,1,Entire,
1276,H,Oyster spacer,1.5 - 5,1,Entire,
1277,H,Oyster spacer,1.5 - 5,1,Entire,
1278,H,Oyster spacer,1.5 - 5,4,Entire,
1279,H,Oyster spacer,1.5 - 5,1,Entire,
1280,H,Oyster spacer,1.5 - 5,2,Entire,
1281,H,Oyster spacer,1.5 - 5,2,Fragmented,
1282,H,Oyster spacer,1.5 - 5,5,Fragmented,
1283,H,Oyster spacer,1.5 - 5,1,Fragmented,
1284,H,Oyster spacer,1.5 - 5,4,Fragmented,
1285,H,Oyster spacer,1.5 - 5,2,Fragmented,
1286,H,Oyster spacer,1.5 - 5,1,Fragmented,
1287,H,Oyster spacer,1.5 - 5,2,Fragmented,
1288,H,Oyster spacer,1.5 - 5,3,Fragmented,
1289,H,Oyster spacer,1.5 - 5,2,Fragmented,
1290,H,Oyster spacer,1.5 - 5,1,Fragmented,
1291,H,Oyster spacer,1.5 - 5,1,Fragmented,
1292,H,Oyster spacer,1.5 - 5,2,Fragmented,
1293,H,Oyster spacer,1.5 - 5,3,Fragmented,
1294,H,Oyster spacer,0.5 - 1.5,1,Entire,
1295,H,Oyster spacer,0.5 - 1.5,1,Entire,
1296,H,Oyster spacer,0.5 - 1.5,2,Entire,
1297,H,Oyster spacer,0.5 - 1.5,1,Entire,
1298,H,Oyster spacer,0.5 - 1.5,5,Entire,
1299,H,Oyster spacer,0.5 - 1.5,1,Entire,
1300,H,Oyster spacer,0.5 - 1.5,2,Entire,
1301,H,Oyster spacer,0.5 - 1.5,1,Entire,
1302,H,Oyster spacer,0.5 - 1.5,1,Entire,
1303,H,Oyster spacer,0.5 - 1.5,1,Entire,
1304,H,Oyster spacer,0.5 - 1.5,2,Entire,
1305,H,Oyster spacer,0.5 - 1.5,1,Entire,
1306,H,Oyster spacer,0.5 - 1.5,1,Entire,
1307,H,Oyster spacer,0.5 - 1.5,2,Entire,
1308,H,Oyster spacer,0.5 - 1.5,1,Entire,
1309,H,Oyster spacer,0.5 - 1.5,1,Entire,
1310,H,Oyster spacer,0.5 - 1.5,1,Entire,
1311,H,Oyster spacer,0.5 - 1.5,1,Entire,
1312,H,Oyster spacer,0.5 - 1.5,1,Entire,
1313,H,Oyster spacer,0.5 - 1.5,1,Entire,
1314,H,Oyster spacer,0.5 - 1.5,1,Entire,
1315,H,Oyster spacer,0.5 - 1.5,1,Entire,
1316,H,Oyster spacer,0.5 - 1.5,2,Entire,
1317,H,Oyster spacer,0.5 - 1.5,1,Entire,
1318,H,Oyster spacer,0.5 - 1.5,2,Entire,
1319,H,Oyster spacer,0.5 - 1.5,1,Fragmented,
1320,H,Oyster spacer,0.5 - 1.5,2,Fragmented,
1321,H,Oyster spacer,0.5 - 1.5,6,Fragmented,
1322,H,Oyster spacer,0.5 - 1.5,6,Fragmented,
1323,H,Oyster spacer,0.5 - 1.5,1,Fragmented,
1324,H,Oyster spacer,0.5 - 1.5,2,Fragmented,
1325,H,Oyster spacer,0.5 - 1.5,4,Fragmented,
1326,H,Oyster spacer,0.5 - 1.5,4,Fragmented,
1327,H,Oyster spacer,0.5 - 1.5,1,Fragmented,
1328,H,Oyster spacer,0.5 - 1.5,2,Fragmented,
1329,H,Oyster spacer,0.5 - 1.5,1,Fragmented,
1330,H,Oyster spacer,0.5 - 1.5,2,Fragmented,
1331,H,Oyster spacer,0.5 - 1.5,1,Fragmented,
1332,H,Oyster spacer,0.5 - 1.5,2,Fragmented,
1333,H,Oyster spacer,0.5 - 1.5,1,Fragmented,
1334,H,Oyster spacer,0.5 - 1.5,1,Fragmented,
1335,H,Oyster spacer,0.5 - 1.5,1,Fragmented,
1336,H,Packaging strap,> 50,1,Fragmented,
1337,H,Packaging strap,> 50,3,Fragmented,
1338,H,Packaging strap,> 50,1,Fragmented,
